# full-loop .dat — generated by util/make_loop_dat.py
# topology=open, half-length=80.0 Mm, apex_T=2.00 MK, footpoint |B|=351.9 G (uniform)
# chromosphere: Model C7 (two-fluid); TR+corona: hydrostatic, fully ionized (single-fluid via F_SLAVE)
# Units: SI (m, T, K, m^-3, J/kg)

[META]
ns=378
g_si=274.0
B_outer_T=3.519000e-02
phi_g_offset_Jpkg=0.0
topology=open
loop_half_length_m=8.000000e+07

[CELLS]
# i  ds_m         B_imh_T      B_iph_T      phi_g_imh    phi_g_iph    ne_im3       nn_im3       T_K
157  3.739520e+04  3.519000e-02  3.519000e-02  5.304421e+08  5.406884e+08  2.087526e+14  2.087526e+11  2.000000e+06
158  3.963891e+04  3.519000e-02  3.519000e-02  5.406884e+08  5.515494e+08  2.086859e+14  2.086859e+11  2.000000e+06
159  4.201725e+04  3.519000e-02  3.519000e-02  5.515494e+08  5.630622e+08  2.086152e+14  2.086152e+11  2.000000e+06
160  4.453828e+04  3.519000e-02  3.519000e-02  5.630622e+08  5.752656e+08  2.085403e+14  2.085403e+11  2.000000e+06
161  4.721058e+04  3.519000e-02  3.519000e-02  5.752656e+08  5.882013e+08  2.084609e+14  2.084609e+11  2.000000e+06
162  5.004321e+04  3.519000e-02  3.519000e-02  5.882013e+08  6.019132e+08  2.083768e+14  2.083768e+11  2.000000e+06
163  5.304581e+04  3.519000e-02  3.519000e-02  6.019132e+08  6.164477e+08  2.082877e+14  2.082877e+11  2.000000e+06
164  5.622855e+04  3.519000e-02  3.519000e-02  6.164477e+08  6.318544e+08  2.081933e+14  2.081933e+11  2.000000e+06
165  5.960227e+04  3.519000e-02  3.519000e-02  6.318544e+08  6.481854e+08  2.080932e+14  2.080932e+11  2.000000e+06
166  6.317840e+04  3.519000e-02  3.519000e-02  6.481854e+08  6.654963e+08  2.079873e+14  2.079873e+11  2.000000e+06
167  6.696911e+04  3.519000e-02  3.519000e-02  6.654963e+08  6.838458e+08  2.078750e+14  2.078750e+11  2.000000e+06
168  7.098725e+04  3.519000e-02  3.519000e-02  6.838458e+08  7.032963e+08  2.077560e+14  2.077560e+11  2.000000e+06
169  7.524649e+04  3.519000e-02  3.519000e-02  7.032963e+08  7.239138e+08  2.076300e+14  2.076300e+11  2.000000e+06
170  7.976128e+04  3.519000e-02  3.519000e-02  7.239138e+08  7.457684e+08  2.074965e+14  2.074965e+11  2.000000e+06
171  8.454695e+04  3.519000e-02  3.519000e-02  7.457684e+08  7.689343e+08  2.073551e+14  2.073551e+11  2.000000e+06
172  8.961977e+04  3.519000e-02  3.519000e-02  7.689343e+08  7.934901e+08  2.072053e+14  2.072053e+11  2.000000e+06
173  9.499696e+04  3.519000e-02  3.519000e-02  7.934901e+08  8.195193e+08  2.070466e+14  2.070466e+11  2.000000e+06
174  1.006968e+05  3.519000e-02  3.519000e-02  8.195193e+08  8.471102e+08  2.068786e+14  2.068786e+11  2.000000e+06
175  1.067386e+05  3.519000e-02  3.519000e-02  8.471102e+08  8.763566e+08  2.067006e+14  2.067006e+11  2.000000e+06
176  1.131429e+05  3.519000e-02  3.519000e-02  8.763566e+08  9.073577e+08  2.065121e+14  2.065121e+11  2.000000e+06
177  1.199315e+05  3.519000e-02  3.519000e-02  9.073577e+08  9.402189e+08  2.063125e+14  2.063125e+11  2.000000e+06
178  1.271274e+05  3.519000e-02  3.519000e-02  9.402189e+08  9.750518e+08  2.061011e+14  2.061011e+11  2.000000e+06
179  1.347550e+05  3.519000e-02  3.519000e-02  9.750518e+08  1.011975e+09  2.058772e+14  2.058772e+11  2.000000e+06
180  1.428403e+05  3.519000e-02  3.519000e-02  1.011975e+09  1.051113e+09  2.056402e+14  2.056402e+11  2.000000e+06
181  1.514107e+05  3.519000e-02  3.519000e-02  1.051113e+09  1.092599e+09  2.053893e+14  2.053893e+11  2.000000e+06
182  1.604954e+05  3.519000e-02  3.519000e-02  1.092599e+09  1.136575e+09  2.051237e+14  2.051237e+11  2.000000e+06
183  1.701251e+05  3.519000e-02  3.519000e-02  1.136575e+09  1.183189e+09  2.048425e+14  2.048425e+11  2.000000e+06
184  1.803326e+05  3.519000e-02  3.519000e-02  1.183189e+09  1.232601e+09  2.045448e+14  2.045448e+11  2.000000e+06
185  1.911525e+05  3.519000e-02  3.519000e-02  1.232601e+09  1.284976e+09  2.042298e+14  2.042298e+11  2.000000e+06
